,dates,usd,pound,wig,euro,norm
0,31.01.2013,0.0,0.0,0.0,0.0,0.0
1,01.02.2013,0.0009877776089268764,-0.001311849226627082,-0.0020166984910598984,-0.0014579582211315945,0.0029815043143533843
2,04.02.2013,-0.0007265471659237965,-0.0047384890478320285,-0.0011783334288144598,-0.00143615111501183,0.005141220568634198
3,05.02.2013,0.004091155724362583,0.003213189972083086,-0.005681677531627627,0.0009747912588391472,0.007764909692288214
4,06.02.2013,0.0026694910674720518,0.001480910036437244,-0.0016278464264039005,-0.0004949032942996867,0.0034948662855677705
5,07.02.2013,0.002856403733804802,0.00567415884893685,0.0004797576893098565,-0.002571576887753113,0.006870101605037606
6,08.02.2013,0.0010425735444277162,0.0008275145156988462,0.004579790567958764,-0.0018816106587238313,0.005127053753045705
7,11.02.2013,-0.001256227452328007,-0.0016331606784107944,0.000497647827502723,0.00036098766224390566,0.002150182937798601
8,12.02.2013,-0.0013330609875400468,-0.006899242315352883,-0.00239266694747875,0.000713695741080711,0.007457265776063708
9,13.02.2013,0.0032402174498087355,-0.0003308177401012413,-0.004120558132177821,0.001867106865824697,0.005574364256870662
10,14.02.2013,0.003100991458860891,-0.0002964556316229494,-0.0002095419038489199,0.0007918416316734511,0.0032210176883353285
11,15.02.2013,0.004867090977162203,0.0036688643071915994,0.0007304925640920779,0.0024775422780605183,0.006619741309925135
12,18.02.2013,-0.0018841813923781148,-0.0029958223394896955,0.0020084126860646645,-0.0007254811295184238,0.004133416915337993
13,19.02.2013,0.00013864744088820657,-0.005947622329428026,-0.002284362645457727,-0.0019067678290771717,0.006651880240679473
14,20.02.2013,0.004947961098788589,-0.002107642283186606,-0.0015964655250034765,-0.002206164471159955,0.006028294856369779
15,25.02.2013,0.007682512733446556,0.0011950004515988155,-0.004484223857376013,-0.0004966834364082962,0.008989103738301855
16,26.02.2013,0.0027062886988753476,0.0009576350577704673,0.0013759132265880325,-0.0004007502043826827,0.003208551286631417
17,27.02.2013,-0.0006616187605674728,-0.0031959956462359607,0.00039639716452466445,-0.001747971391000469,0.0037235281992880572
18,01.03.2013,-0.0011034279829337246,-0.0013075350182916168,0.001945447865067118,-0.0020803547044931925,0.003322626104421202
19,04.03.2013,7.364312541424667e-05,-0.00028552725044228566,0.0031298127259393738,-0.0025434847350672696,0.004043759564766207
20,05.03.2013,0.0021460130443928804,0.0011215369933055275,0.00302906982885931,0.001097455678122694,0.004030246916456449
21,06.03.2013,-0.0008187772925765113,-0.0029711788691426655,0.004352883624199055,0.0010640098662733077,0.0054385671797474435
22,07.03.2013,0.0016388964763724978,-0.0031265920844180117,0.0028412657649945494,0.00028987607797659187,0.004540746525685475
23,08.03.2013,-0.0019613601560696248,-0.004081518352830882,0.00121195911576355,-0.0008452268830446696,0.004763294984400667
24,11.03.2013,0.003058168251799609,0.0005412776965469934,0.0010167479581917327,-0.0009103946117531292,0.003392339806194315
25,13.03.2013,-0.0007753075037191248,0.003470734123498964,0.0003658022713097786,0.001225717488246847,0.003779324244363383
26,15.03.2013,0.003030239483286623,0.007274534926869691,-0.0018774388986295687,0.0007892977666092982,0.008139347486793892
27,18.03.2013,0.004285968158392661,0.007993549553056312,-0.006106080839642702,0.00210045147635185,0.011133843771882328
28,19.03.2013,0.005818613317234211,0.005309758923153218,-0.007564454921766051,0.0023209123032446044,0.011165008416489588
29,20.03.2013,0.00434647624961193,0.006290041567777793,-0.007840104924837554,0.003405203150413927,0.011468179124903138
30,21.03.2013,-0.0022462648119526696,0.0010088409916633179,-0.00699581327627663,0.0006946995224936803,0.007448991648200331
31,22.03.2013,0.0016213648380700718,0.0035273849003409907,-0.010848415999164307,-0.0004548319914461363,0.011531100121178837
32,25.03.2013,0.00012372537091853708,-0.00018999925357432446,-0.006326842623865958,-0.0009420104738789847,0.0064006037999420435
33,26.03.2013,0.006092720693601006,0.0037056895229434783,0.0013523232097121252,0.0008150480239081936,0.007303866211499889
34,27.03.2013,0.002571932125583931,0.0009331449011746873,0.005348181763862314,0.0015569110884006143,0.006205853251704651
35,02.04.2013,0.0016250523798331251,0.0010200979564261026,-0.0008890612423999578,0.0014030276699374955,0.0025377769037592743
36,03.04.2013,-0.004071345482745237,-0.0019436345966955537,-0.00461691844129708,-0.0003980289605872711,0.006467451772715215
37,04.04.2013,-0.0032478509881868067,0.001879800930433717,-0.005255801465868126,0.0011467798580861999,0.0065590197949891285
38,05.04.2013,-0.010361203050798795,-0.007883050092463928,-0.00010192327120484013,-0.0059102877188518255,0.014298213059435141
40,09.04.2013,-0.010168034634212786,-0.010509296685529357,0.0036887200305033563,-0.008605575125866793,0.017363663894967647
41,10.04.2013,-0.0031982377921569993,-5.5389387393356415e-05,0.008165533459670415,-0.000900477009442735,0.008815814680728555
42,11.04.2013,-0.002209827357237626,-0.001744862349747911,0.0059104031035279725,-0.00179445748110163,0.00678828579731572
43,12.04.2013,0.0007453389695155632,0.0002774463834862573,-0.002696065610597098,0.0008541029478756901,0.0029378169271420526
44,15.04.2013,0.002628023024461079,-0.0006587523923113903,-0.013037068075028468,0.0003413496314235154,0.013319989613181874
45,17.04.2013,0.0030562217458665053,0.0016236807593830171,-0.01610851607296304,0.0018199101419367203,0.016576284069897293
46,18.04.2013,-0.00041260235712325954,-0.0018912234761101487,-0.00966924909253497,-0.0003973821437550651,0.009869106217047091
47,19.04.2013,-0.001651090672395883,-0.0006663057510516435,-0.004252624270923322,-0.0007788541108892932,0.0046756273031597
48,22.04.2013,0.0036574893720779933,0.002667000041671752,-0.0015758290425607058,0.002021727480878921,0.005201993551270457
49,23.04.2013,0.004996197397329594,0.00606098388817311,-0.0007003282817673595,0.0038975455996628217,0.008796524059506192
50,24.04.2013,0.0053707499080350996,0.008640810790341513,0.0009384292474547973,0.003946986084654158,0.010952986546785927
51,25.04.2013,0.000376348582420194,0.005221985583224065,0.003889583939750585,0.0013426487968419831,0.006659004482872539
52,26.04.2013,-0.0029887555908537644,0.0015754340932085942,0.0040261564155983365,-0.0008591065292095079,0.005325659778402829
53,29.04.2013,-0.00381527367251544,-0.0014712562630091464,0.00518966904793583,0.0002973296582315932,0.006613771839155051
54,30.04.2013,-0.0017571179057681574,4.7529807979618255e-05,0.006654946433269471,-0.0005462812705860909,0.00690481409407211
55,06.05.2013,0.0006640316205535068,0.00031911354331470854,0.006486805137221552,4.018969536212502e-05,0.006528631368557961
56,07.05.2013,-0.0021277043965536313,-0.0023281069707461466,0.007162141007761136,-0.002547924285656644,0.008230151277275714
57,08.05.2013,-0.0011188988346562123,-0.0031839550436431052,0.0029867883554315355,-0.002167641702525702,0.005000907872857221
58,09.05.2013,0.0020923597167916697,-0.0004572785782049893,0.0011359512510522585,1.6151305429312757e-05,0.002424400749045412
59,10.05.2013,0.008499599274475633,0.0015295113757409773,0.004839857598506692,0.0026083936978624767,0.010237701506298151
60,14.05.2013,0.008867139301921956,0.004486078158662643,0.008548508579258707,0.0048568713049921275,0.013979172166055995
61,15.05.2013,0.006622997035716338,0.004547490735336224,0.008018490756084296,0.0037432769303524793,0.01195207420934938
62,16.05.2013,0.0030477445660568314,0.0019256236317934938,0.0022309415056231963,0.0006069124129561843,0.004282781338074955
63,17.05.2013,-0.00034901505897322327,0.00018882047892976317,-0.00044198173697007626,7.18276137268159e-05,0.0005983074013933992
64,20.05.2013,-0.001365741453847269,-0.0036071387635943086,-0.0010153349388892785,-0.00031123063786309135,0.004000558626823946
65,21.05.2013,0.0014807197943444983,-0.0017661149531064124,-0.0010510841234767643,0.0017242755647801644,0.00306424496326135
66,22.05.2013,0.00030802718853317756,-0.003341897085838652,-0.0025654660366875026,0.0011395693543503338,0.004375316123434289
